hid1,hid2,hero1,hero2,win_no,lose_no,game_no,win_rate
50,51,Dazzle,Clockwerk,0.0,2.0,2.0,0.0
50,80,Dazzle,Lone Druid,0.0,1.0,1.0,0.0
51,60,Clockwerk,Night Stalker,0.0,1.0,1.0,0.0
51,108,Clockwerk,Underlord,0.0,1.0,1.0,0.0
51,68,Clockwerk,Ancient Apparition,0.0,1.0,1.0,0.0
51,73,Clockwerk,Alchemist,0.0,1.0,1.0,0.0
51,79,Clockwerk,Shadow Demon,0.0,3.0,3.0,0.0
51,80,Clockwerk,Lone Druid,0.0,1.0,1.0,0.0
51,81,Clockwerk,Chaos Knight,0.0,3.0,3.0,0.0
51,103,Clockwerk,Elder Titan,0.0,1.0,1.0,0.0
57,71,Omniknight,Spirit Breaker,0.0,1.0,1.0,0.0
57,78,Omniknight,Brewmaster,0.0,1.0,1.0,0.0
57,81,Omniknight,Chaos Knight,0.0,1.0,1.0,0.0
65,97,Batrider,Magnus,0.0,1.0,1.0,0.0
65,76,Batrider,Outworld Devourer,0.0,2.0,2.0,0.0
65,80,Batrider,Lone Druid,0.0,1.0,1.0,0.0
65,83,Batrider,Treant Protector,0.0,3.0,3.0,0.0
65,93,Batrider,Slark,0.0,2.0,2.0,0.0
65,94,Batrider,Medusa,0.0,2.0,2.0,0.0
65,95,Batrider,Troll Warlord,0.0,1.0,1.0,0.0
65,100,Batrider,Tusk,0.0,1.0,1.0,0.0
65,71,Batrider,Spirit Breaker,0.0,1.0,1.0,0.0
65,103,Batrider,Elder Titan,0.0,1.0,1.0,0.0
65,112,Batrider,Winter Wyvern,0.0,1.0,1.0,0.0
65,123,Batrider,Hoodwink,0.0,2.0,2.0,0.0
66,72,Chen,Gyrocopter,0.0,1.0,1.0,0.0
66,74,Chen,Invoker,0.0,2.0,2.0,0.0
66,82,Chen,Meepo,0.0,1.0,1.0,0.0
65,75,Batrider,Silencer,0.0,1.0,1.0,0.0
70,103,Ursa,Elder Titan,0.0,1.0,1.0,0.0
66,123,Chen,Hoodwink,0.0,1.0,1.0,0.0
64,89,Jakiro,Naga Siren,0.0,1.0,1.0,0.0
63,107,Weaver,Earth Spirit,0.0,1.0,1.0,0.0
63,135,Weaver,Dawnbreaker,0.0,1.0,1.0,0.0
64,66,Jakiro,Chen,0.0,1.0,1.0,0.0
64,77,Jakiro,Lycan,0.0,1.0,1.0,0.0
64,79,Jakiro,Shadow Demon,0.0,2.0,2.0,0.0
64,83,Jakiro,Treant Protector,0.0,1.0,1.0,0.0
64,91,Jakiro,Io,0.0,1.0,1.0,0.0
65,69,Batrider,Doom,0.0,1.0,1.0,0.0
64,92,Jakiro,Visage,0.0,1.0,1.0,0.0
64,103,Jakiro,Elder Titan,0.0,1.0,1.0,0.0
70,109,Ursa,Terrorblade,0.0,1.0,1.0,0.0
64,120,Jakiro,Pangolier,0.0,3.0,3.0,0.0
65,66,Batrider,Chen,0.0,1.0,1.0,0.0
65,68,Batrider,Ancient Apparition,0.0,2.0,2.0,0.0
66,111,Chen,Oracle,0.0,1.0,1.0,0.0
70,82,Ursa,Meepo,0.0,1.0,1.0,0.0
57,88,Omniknight,Nyx Assassin,0.0,1.0,1.0,0.0
69,104,Doom,Legion Commander,0.0,1.0,1.0,0.0
68,119,Ancient Apparition,Dark Willow,0.0,1.0,1.0,0.0
69,111,Doom,Oracle,0.0,1.0,1.0,0.0
69,110,Doom,Phoenix,0.0,3.0,3.0,0.0
69,109,Doom,Terrorblade,0.0,1.0,1.0,0.0
69,106,Doom,Ember Spirit,0.0,3.0,3.0,0.0
69,105,Doom,Techies,0.0,1.0,1.0,0.0
69,72,Doom,Gyrocopter,0.0,1.0,1.0,0.0
68,108,Ancient Apparition,Underlord,0.0,2.0,2.0,0.0
69,74,Doom,Invoker,0.0,1.0,1.0,0.0
69,100,Doom,Tusk,0.0,1.0,1.0,0.0
69,99,Doom,Bristleback,0.0,1.0,1.0,0.0
69,98,Doom,Timbersaw,0.0,2.0,2.0,0.0
69,81,Doom,Chaos Knight,0.0,1.0,1.0,0.0
69,90,Doom,Keeper of the Light,0.0,1.0,1.0,0.0
68,109,Ancient Apparition,Terrorblade,0.0,2.0,2.0,0.0
68,95,Ancient Apparition,Troll Warlord,0.0,1.0,1.0,0.0
67,72,Spectre,Gyrocopter,0.0,1.0,1.0,0.0
70,73,Ursa,Alchemist,0.0,1.0,1.0,0.0
70,79,Ursa,Shadow Demon,0.0,2.0,2.0,0.0
67,74,Spectre,Invoker,0.0,1.0,1.0,0.0
67,80,Spectre,Lone Druid,0.0,2.0,2.0,0.0
67,98,Spectre,Timbersaw,0.0,2.0,2.0,0.0
67,103,Spectre,Elder Titan,0.0,1.0,1.0,0.0
67,111,Spectre,Oracle,0.0,3.0,3.0,0.0
67,114,Spectre,Monkey King,0.0,1.0,1.0,0.0
68,90,Ancient Apparition,Keeper of the Light,0.0,4.0,4.0,0.0
67,119,Spectre,Dark Willow,0.0,2.0,2.0,0.0
67,120,Spectre,Pangolier,0.0,1.0,1.0,0.0
69,129,Doom,Mars,0.0,1.0,1.0,0.0
67,136,Spectre,Marci,0.0,2.0,2.0,0.0
68,80,Ancient Apparition,Lone Druid,0.0,1.0,1.0,0.0
68,86,Ancient Apparition,Rubick,0.0,1.0,1.0,0.0
63,97,Weaver,Magnus,0.0,1.0,1.0,0.0
63,89,Weaver,Naga Siren,0.0,3.0,3.0,0.0
63,80,Weaver,Lone Druid,0.0,1.0,1.0,0.0
58,96,Enchantress,Centaur Warrunner,0.0,2.0,2.0,0.0
58,83,Enchantress,Treant Protector,0.0,1.0,1.0,0.0
58,88,Enchantress,Nyx Assassin,0.0,1.0,1.0,0.0
58,90,Enchantress,Keeper of the Light,0.0,1.0,1.0,0.0
58,91,Enchantress,Io,0.0,1.0,1.0,0.0
58,92,Enchantress,Visage,0.0,1.0,1.0,0.0
58,93,Enchantress,Slark,0.0,1.0,1.0,0.0
58,99,Enchantress,Bristleback,0.0,4.0,4.0,0.0
58,74,Enchantress,Invoker,0.0,3.0,3.0,0.0
58,101,Enchantress,Skywrath Mage,0.0,4.0,4.0,0.0
58,108,Enchantress,Underlord,0.0,2.0,2.0,0.0
58,110,Enchantress,Phoenix,0.0,1.0,1.0,0.0
58,113,Enchantress,Arc Warden,0.0,1.0,1.0,0.0
58,114,Enchantress,Monkey King,0.0,1.0,1.0,0.0
58,119,Enchantress,Dark Willow,0.0,1.0,1.0,0.0
58,79,Enchantress,Shadow Demon,0.0,1.0,1.0,0.0
58,73,Enchantress,Alchemist,0.0,1.0,1.0,0.0
63,64,Weaver,Jakiro,0.0,2.0,2.0,0.0
57,128,Omniknight,Snapfire,0.0,1.0,1.0,0.0
72,96,Gyrocopter,Centaur Warrunner,0.0,3.0,3.0,0.0
72,95,Gyrocopter,Troll Warlord,0.0,1.0,1.0,0.0
57,91,Omniknight,Io,0.0,1.0,1.0,0.0
57,102,Omniknight,Abaddon,0.0,1.0,1.0,0.0
57,112,Omniknight,Winter Wyvern,0.0,2.0,2.0,0.0
57,123,Omniknight,Hoodwink,0.0,1.0,1.0,0.0
72,88,Gyrocopter,Nyx Assassin,0.0,1.0,1.0,0.0
72,81,Gyrocopter,Chaos Knight,0.0,3.0,3.0,0.0
57,136,Omniknight,Marci,0.0,1.0,1.0,0.0
58,59,Enchantress,Huskar,0.0,1.0,1.0,0.0
58,69,Enchantress,Doom,0.0,1.0,1.0,0.0
58,72,Enchantress,Gyrocopter,0.0,1.0,1.0,0.0
72,83,Gyrocopter,Treant Protector,0.0,1.0,1.0,0.0
72,82,Gyrocopter,Meepo,0.0,1.0,1.0,0.0
71,111,Spirit Breaker,Oracle,0.0,1.0,1.0,0.0
58,121,Enchantress,Grimstroke,0.0,1.0,1.0,0.0
59,79,Huskar,Shadow Demon,0.0,1.0,1.0,0.0
62,88,Bounty Hunter,Nyx Assassin,0.0,1.0,1.0,0.0
61,89,Broodmother,Naga Siren,0.0,1.0,1.0,0.0
61,92,Broodmother,Visage,0.0,1.0,1.0,0.0
61,107,Broodmother,Earth Spirit,0.0,1.0,1.0,0.0
61,109,Broodmother,Terrorblade,0.0,1.0,1.0,0.0
61,123,Broodmother,Hoodwink,0.0,2.0,2.0,0.0
62,65,Bounty Hunter,Batrider,0.0,3.0,3.0,0.0
71,80,Spirit Breaker,Lone Druid,0.0,2.0,2.0,0.0
59,90,Huskar,Keeper of the Light,0.0,3.0,3.0,0.0
62,95,Bounty Hunter,Troll Warlord,0.0,1.0,1.0,0.0
71,78,Spirit Breaker,Brewmaster,0.0,1.0,1.0,0.0
71,77,Spirit Breaker,Lycan,0.0,2.0,2.0,0.0
62,120,Bounty Hunter,Pangolier,0.0,4.0,4.0,0.0
62,128,Bounty Hunter,Snapfire,0.0,5.0,5.0,0.0
62,135,Bounty Hunter,Dawnbreaker,0.0,1.0,1.0,0.0
71,88,Spirit Breaker,Nyx Assassin,0.0,3.0,3.0,0.0
61,82,Broodmother,Meepo,0.0,1.0,1.0,0.0
71,91,Spirit Breaker,Io,0.0,3.0,3.0,0.0
71,92,Spirit Breaker,Visage,0.0,1.0,1.0,0.0
60,135,Night Stalker,Dawnbreaker,0.0,1.0,1.0,0.0
60,110,Night Stalker,Phoenix,0.0,1.0,1.0,0.0
60,109,Night Stalker,Terrorblade,0.0,1.0,1.0,0.0
60,107,Night Stalker,Earth Spirit,0.0,1.0,1.0,0.0
60,104,Night Stalker,Legion Commander,0.0,1.0,1.0,0.0
60,103,Night Stalker,Elder Titan,0.0,1.0,1.0,0.0
60,95,Night Stalker,Troll Warlord,0.0,1.0,1.0,0.0
60,81,Night Stalker,Chaos Knight,0.0,1.0,1.0,0.0
59,110,Huskar,Phoenix,0.0,1.0,1.0,0.0
71,103,Spirit Breaker,Elder Titan,0.0,1.0,1.0,0.0
59,108,Huskar,Underlord,0.0,1.0,1.0,0.0
59,107,Huskar,Earth Spirit,0.0,1.0,1.0,0.0
59,94,Huskar,Medusa,0.0,1.0,1.0,0.0
46,111,Templar Assassin,Oracle,0.0,1.0,1.0,0.0
46,103,Templar Assassin,Elder Titan,0.0,2.0,2.0,0.0
29,107,Tidehunter,Earth Spirit,0.0,1.0,1.0,0.0
36,92,Necrophos,Visage,0.0,1.0,1.0,0.0
35,113,Sniper,Arc Warden,0.0,1.0,1.0,0.0
36,46,Necrophos,Templar Assassin,0.0,1.0,1.0,0.0
36,60,Necrophos,Night Stalker,0.0,1.0,1.0,0.0
36,88,Necrophos,Nyx Assassin,0.0,2.0,2.0,0.0
36,91,Necrophos,Io,0.0,1.0,1.0,0.0
83,92,Treant Protector,Visage,0.0,1.0,1.0,0.0
36,98,Necrophos,Timbersaw,0.0,3.0,3.0,0.0
35,95,Sniper,Troll Warlord,0.0,1.0,1.0,0.0
36,109,Necrophos,Terrorblade,0.0,1.0,1.0,0.0
36,110,Necrophos,Phoenix,0.0,2.0,2.0,0.0
37,40,Warlock,Venomancer,0.0,1.0,1.0,0.0
37,41,Warlock,Faceless Void,0.0,4.0,4.0,0.0
37,42,Warlock,Wraith King,0.0,2.0,2.0,0.0
37,43,Warlock,Death Prophet,0.0,2.0,2.0,0.0
35,103,Sniper,Elder Titan,0.0,3.0,3.0,0.0
83,103,Treant Protector,Elder Titan,0.0,2.0,2.0,0.0
37,57,Warlock,Omniknight,0.0,1.0,1.0,0.0
34,106,Tinker,Ember Spirit,0.0,1.0,1.0,0.0
34,66,Tinker,Chen,0.0,1.0,1.0,0.0
34,77,Tinker,Lycan,0.0,1.0,1.0,0.0
34,80,Tinker,Lone Druid,0.0,1.0,1.0,0.0
34,82,Tinker,Meepo,0.0,1.0,1.0,0.0
34,91,Tinker,Io,0.0,2.0,2.0,0.0
34,103,Tinker,Elder Titan,0.0,1.0,1.0,0.0
34,107,Tinker,Earth Spirit,0.0,1.0,1.0,0.0
35,89,Sniper,Naga Siren,0.0,2.0,2.0,0.0
34,110,Tinker,Phoenix,0.0,1.0,1.0,0.0
34,121,Tinker,Grimstroke,0.0,5.0,5.0,0.0
34,126,Tinker,Void Spirit,0.0,4.0,4.0,0.0
35,65,Sniper,Batrider,0.0,1.0,1.0,0.0
35,66,Sniper,Chen,0.0,1.0,1.0,0.0
35,82,Sniper,Meepo,0.0,1.0,1.0,0.0
37,49,Warlock,Dragon Knight,0.0,3.0,3.0,0.0
37,58,Warlock,Enchantress,0.0,1.0,1.0,0.0
34,46,Tinker,Templar Assassin,0.0,1.0,1.0,0.0
81,103,Chaos Knight,Elder Titan,0.0,3.0,3.0,0.0
81,110,Chaos Knight,Phoenix,0.0,1.0,1.0,0.0
37,126,Warlock,Void Spirit,0.0,1.0,1.0,0.0
81,107,Chaos Knight,Earth Spirit,0.0,1.0,1.0,0.0
37,129,Warlock,Mars,0.0,1.0,1.0,0.0
81,105,Chaos Knight,Techies,0.0,2.0,2.0,0.0
38,45,Beastmaster,Pugna,0.0,1.0,1.0,0.0
81,102,Chaos Knight,Abaddon,0.0,4.0,4.0,0.0
37,119,Warlock,Dark Willow,0.0,2.0,2.0,0.0
38,48,Beastmaster,Luna,0.0,1.0,1.0,0.0
81,100,Chaos Knight,Tusk,0.0,2.0,2.0,0.0
38,49,Beastmaster,Dragon Knight,0.0,1.0,1.0,0.0
81,98,Chaos Knight,Timbersaw,0.0,1.0,1.0,0.0
81,97,Chaos Knight,Magnus,0.0,2.0,2.0,0.0
38,53,Beastmaster,Nature's Prophet,0.0,1.0,1.0,0.0
37,120,Warlock,Pangolier,0.0,1.0,1.0,0.0
81,114,Chaos Knight,Monkey King,0.0,1.0,1.0,0.0
82,104,Meepo,Legion Commander,0.0,1.0,1.0,0.0
82,84,Meepo,Ogre Magi,0.0,1.0,1.0,0.0
82,99,Meepo,Bristleback,0.0,1.0,1.0,0.0
37,68,Warlock,Ancient Apparition,0.0,1.0,1.0,0.0
82,93,Meepo,Slark,0.0,1.0,1.0,0.0
82,92,Meepo,Visage,0.0,1.0,1.0,0.0
82,91,Meepo,Io,0.0,1.0,1.0,0.0
82,85,Meepo,Undying,0.0,1.0,1.0,0.0
37,75,Warlock,Silencer,0.0,2.0,2.0,0.0
81,119,Chaos Knight,Dark Willow,0.0,1.0,1.0,0.0
81,135,Chaos Knight,Dawnbreaker,0.0,1.0,1.0,0.0
37,86,Warlock,Rubick,0.0,1.0,1.0,0.0
37,87,Warlock,Disruptor,0.0,1.0,1.0,0.0
37,95,Warlock,Troll Warlord,0.0,1.0,1.0,0.0
37,105,Warlock,Techies,0.0,2.0,2.0,0.0
37,108,Warlock,Underlord,0.0,1.0,1.0,0.0
34,58,Tinker,Enchantress,0.0,3.0,3.0,0.0
34,40,Tinker,Venomancer,0.0,2.0,2.0,0.0
46,90,Templar Assassin,Keeper of the Light,0.0,2.0,2.0,0.0
31,113,Lich,Arc Warden,0.0,2.0,2.0,0.0
31,92,Lich,Visage,0.0,1.0,1.0,0.0
31,96,Lich,Centaur Warrunner,0.0,2.0,2.0,0.0
85,102,Undying,Abaddon,0.0,1.0,1.0,0.0
31,105,Lich,Techies,0.0,1.0,1.0,0.0
85,100,Undying,Tusk,0.0,1.0,1.0,0.0
31,109,Lich,Terrorblade,0.0,1.0,1.0,0.0
85,96,Undying,Centaur Warrunner,0.0,2.0,2.0,0.0
31,69,Lich,Doom,0.0,2.0,2.0,0.0
85,95,Undying,Troll Warlord,0.0,1.0,1.0,0.0
31,119,Lich,Dark Willow,0.0,3.0,3.0,0.0
31,120,Lich,Pangolier,0.0,2.0,2.0,0.0
85,91,Undying,Io,0.0,1.0,1.0,0.0
31,121,Lich,Grimstroke,0.0,2.0,2.0,0.0
32,35,Riki,Sniper,0.0,5.0,5.0,0.0
85,105,Undying,Techies,0.0,1.0,1.0,0.0
85,107,Undying,Earth Spirit,0.0,2.0,2.0,0.0
32,46,Riki,Templar Assassin,0.0,3.0,3.0,0.0
30,53,Witch Doctor,Nature's Prophet,0.0,2.0,2.0,0.0
29,109,Tidehunter,Terrorblade,0.0,4.0,4.0,0.0
29,112,Tidehunter,Winter Wyvern,0.0,4.0,4.0,0.0
29,120,Tidehunter,Pangolier,0.0,3.0,3.0,0.0
30,33,Witch Doctor,Enigma,0.0,1.0,1.0,0.0
30,37,Witch Doctor,Warlock,0.0,1.0,1.0,0.0
30,43,Witch Doctor,Death Prophet,0.0,2.0,2.0,0.0
30,56,Witch Doctor,Clinkz,0.0,1.0,1.0,0.0
31,47,Lich,Viper,0.0,5.0,5.0,0.0
30,79,Witch Doctor,Shadow Demon,0.0,3.0,3.0,0.0
30,89,Witch Doctor,Naga Siren,0.0,1.0,1.0,0.0
30,105,Witch Doctor,Techies,0.0,3.0,3.0,0.0
85,111,Undying,Oracle,0.0,1.0,1.0,0.0
69,95,Doom,Troll Warlord,0.0,1.0,1.0,0.0
30,113,Witch Doctor,Arc Warden,0.0,3.0,3.0,0.0
32,37,Riki,Warlock,0.0,3.0,3.0,0.0
32,52,Riki,Leshrac,0.0,1.0,1.0,0.0
34,36,Tinker,Necrophos,0.0,1.0,1.0,0.0
33,80,Enigma,Lone Druid,0.0,2.0,2.0,0.0
33,56,Enigma,Clinkz,0.0,1.0,1.0,0.0
33,62,Enigma,Bounty Hunter,0.0,1.0,1.0,0.0
33,65,Enigma,Batrider,0.0,1.0,1.0,0.0
33,68,Enigma,Ancient Apparition,0.0,1.0,1.0,0.0
33,69,Enigma,Doom,0.0,1.0,1.0,0.0
33,72,Enigma,Gyrocopter,0.0,1.0,1.0,0.0
33,89,Enigma,Naga Siren,0.0,1.0,1.0,0.0
33,55,Enigma,Dark Seer,0.0,1.0,1.0,0.0
33,101,Enigma,Skywrath Mage,0.0,1.0,1.0,0.0
84,92,Ogre Magi,Visage,0.0,3.0,3.0,0.0
33,102,Enigma,Abaddon,0.0,2.0,2.0,0.0
33,106,Enigma,Ember Spirit,0.0,2.0,2.0,0.0
33,108,Enigma,Underlord,0.0,2.0,2.0,0.0
33,112,Enigma,Winter Wyvern,0.0,1.0,1.0,0.0
84,103,Ogre Magi,Elder Titan,0.0,4.0,4.0,0.0
33,51,Enigma,Clockwerk,0.0,1.0,1.0,0.0
32,55,Riki,Dark Seer,0.0,1.0,1.0,0.0
32,89,Riki,Naga Siren,0.0,1.0,1.0,0.0
32,58,Riki,Enchantress,0.0,2.0,2.0,0.0
32,59,Riki,Huskar,0.0,3.0,3.0,0.0
32,62,Riki,Bounty Hunter,0.0,1.0,1.0,0.0
32,65,Riki,Batrider,0.0,1.0,1.0,0.0
32,81,Riki,Chaos Knight,0.0,1.0,1.0,0.0
32,85,Riki,Undying,0.0,4.0,4.0,0.0
32,91,Riki,Io,0.0,1.0,1.0,0.0
33,50,Enigma,Dazzle,0.0,1.0,1.0,0.0
32,100,Riki,Tusk,0.0,3.0,3.0,0.0
32,102,Riki,Abaddon,0.0,1.0,1.0,0.0
32,103,Riki,Elder Titan,0.0,1.0,1.0,0.0
32,123,Riki,Hoodwink,0.0,2.0,2.0,0.0
33,36,Enigma,Necrophos,0.0,1.0,1.0,0.0
33,38,Enigma,Beastmaster,0.0,2.0,2.0,0.0
81,95,Chaos Knight,Troll Warlord,0.0,2.0,2.0,0.0
81,94,Chaos Knight,Medusa,0.0,2.0,2.0,0.0
38,63,Beastmaster,Weaver,0.0,1.0,1.0,0.0
43,76,Death Prophet,Outworld Devourer,0.0,1.0,1.0,0.0
43,45,Death Prophet,Pugna,0.0,1.0,1.0,0.0
77,83,Lycan,Treant Protector,0.0,1.0,1.0,0.0
43,49,Death Prophet,Dragon Knight,0.0,1.0,1.0,0.0
43,50,Death Prophet,Dazzle,0.0,1.0,1.0,0.0
43,68,Death Prophet,Ancient Apparition,0.0,1.0,1.0,0.0
43,71,Death Prophet,Spirit Breaker,0.0,1.0,1.0,0.0
43,79,Death Prophet,Shadow Demon,0.0,2.0,2.0,0.0
42,111,Wraith King,Oracle,0.0,1.0,1.0,0.0
43,81,Death Prophet,Chaos Knight,0.0,2.0,2.0,0.0
43,83,Death Prophet,Treant Protector,0.0,1.0,1.0,0.0
43,88,Death Prophet,Nyx Assassin,0.0,1.0,1.0,0.0
43,90,Death Prophet,Keeper of the Light,0.0,1.0,1.0,0.0
43,93,Death Prophet,Slark,0.0,1.0,1.0,0.0
76,111,Outworld Devourer,Oracle,0.0,3.0,3.0,0.0
77,85,Lycan,Undying,0.0,1.0,1.0,0.0
77,93,Lycan,Slark,0.0,1.0,1.0,0.0
76,109,Outworld Devourer,Terrorblade,0.0,4.0,4.0,0.0
42,58,Wraith King,Enchantress,0.0,2.0,2.0,0.0
41,135,Faceless Void,Dawnbreaker,0.0,2.0,2.0,0.0
78,88,Brewmaster,Nyx Assassin,0.0,1.0,1.0,0.0
42,46,Wraith King,Templar Assassin,0.0,5.0,5.0,0.0
78,85,Brewmaster,Undying,0.0,2.0,2.0,0.0
42,52,Wraith King,Leshrac,0.0,2.0,2.0,0.0
78,81,Brewmaster,Chaos Knight,0.0,1.0,1.0,0.0
77,121,Lycan,Grimstroke,0.0,1.0,1.0,0.0
77,94,Lycan,Medusa,0.0,1.0,1.0,0.0
77,119,Lycan,Dark Willow,0.0,1.0,1.0,0.0
42,73,Wraith King,Alchemist,0.0,5.0,5.0,0.0
77,104,Lycan,Legion Commander,0.0,1.0,1.0,0.0
77,101,Lycan,Skywrath Mage,0.0,2.0,2.0,0.0
77,98,Lycan,Timbersaw,0.0,1.0,1.0,0.0
42,92,Wraith King,Visage,0.0,1.0,1.0,0.0
43,102,Death Prophet,Abaddon,0.0,1.0,1.0,0.0
43,109,Death Prophet,Terrorblade,0.0,2.0,2.0,0.0
38,64,Beastmaster,Jakiro,0.0,1.0,1.0,0.0
46,48,Templar Assassin,Luna,0.0,2.0,2.0,0.0
45,111,Pugna,Oracle,0.0,1.0,1.0,0.0
45,113,Pugna,Arc Warden,0.0,1.0,1.0,0.0
45,114,Pugna,Monkey King,0.0,1.0,1.0,0.0
45,128,Pugna,Snapfire,0.0,2.0,2.0,0.0
45,129,Pugna,Mars,0.0,4.0,4.0,0.0
45,135,Pugna,Dawnbreaker,0.0,3.0,3.0,0.0
46,49,Templar Assassin,Dragon Knight,0.0,1.0,1.0,0.0
45,96,Pugna,Centaur Warrunner,0.0,4.0,4.0,0.0
76,77,Outworld Devourer,Lycan,0.0,1.0,1.0,0.0
46,51,Templar Assassin,Clockwerk,0.0,1.0,1.0,0.0
46,52,Templar Assassin,Leshrac,0.0,1.0,1.0,0.0
46,67,Templar Assassin,Spectre,0.0,3.0,3.0,0.0
46,69,Templar Assassin,Doom,0.0,1.0,1.0,0.0
46,78,Templar Assassin,Brewmaster,0.0,1.0,1.0,0.0
45,110,Pugna,Phoenix,0.0,1.0,1.0,0.0
45,93,Pugna,Slark,0.0,5.0,5.0,0.0
43,129,Death Prophet,Mars,0.0,1.0,1.0,0.0
44,93,Phantom Assassin,Slark,0.0,3.0,3.0,0.0
43,135,Death Prophet,Dawnbreaker,0.0,2.0,2.0,0.0
44,49,Phantom Assassin,Dragon Knight,0.0,4.0,4.0,0.0
44,58,Phantom Assassin,Enchantress,0.0,2.0,2.0,0.0
44,61,Phantom Assassin,Broodmother,0.0,1.0,1.0,0.0
44,70,Phantom Assassin,Ursa,0.0,1.0,1.0,0.0
44,91,Phantom Assassin,Io,0.0,3.0,3.0,0.0
44,95,Phantom Assassin,Troll Warlord,0.0,1.0,1.0,0.0
45,88,Pugna,Nyx Assassin,0.0,4.0,4.0,0.0
44,103,Phantom Assassin,Elder Titan,0.0,3.0,3.0,0.0
76,95,Outworld Devourer,Troll Warlord,0.0,1.0,1.0,0.0
45,51,Pugna,Clockwerk,0.0,2.0,2.0,0.0
45,56,Pugna,Clinkz,0.0,2.0,2.0,0.0
45,76,Pugna,Outworld Devourer,0.0,5.0,5.0,0.0
45,86,Pugna,Rubick,0.0,3.0,3.0,0.0
41,111,Faceless Void,Oracle,0.0,3.0,3.0,0.0
78,97,Brewmaster,Magnus,0.0,1.0,1.0,0.0
78,99,Brewmaster,Bristleback,0.0,1.0,1.0,0.0
80,95,Lone Druid,Troll Warlord,0.0,1.0,1.0,0.0
80,102,Lone Druid,Abaddon,0.0,2.0,2.0,0.0
80,101,Lone Druid,Skywrath Mage,0.0,2.0,2.0,0.0
80,100,Lone Druid,Tusk,0.0,1.0,1.0,0.0
80,98,Lone Druid,Timbersaw,0.0,1.0,1.0,0.0
80,97,Lone Druid,Magnus,0.0,2.0,2.0,0.0
80,96,Lone Druid,Centaur Warrunner,0.0,1.0,1.0,0.0
80,94,Lone Druid,Medusa,0.0,1.0,1.0,0.0
39,78,Queen of Pain,Brewmaster,0.0,1.0,1.0,0.0
80,93,Lone Druid,Slark,0.0,1.0,1.0,0.0
80,91,Lone Druid,Io,0.0,1.0,1.0,0.0
80,90,Lone Druid,Keeper of the Light,0.0,2.0,2.0,0.0
80,86,Lone Druid,Rubick,0.0,1.0,1.0,0.0
80,85,Lone Druid,Undying,0.0,1.0,1.0,0.0
80,84,Lone Druid,Ogre Magi,0.0,3.0,3.0,0.0
39,90,Queen of Pain,Keeper of the Light,0.0,2.0,2.0,0.0
39,57,Queen of Pain,Omniknight,0.0,1.0,1.0,0.0
78,100,Brewmaster,Tusk,0.0,1.0,1.0,0.0
38,102,Beastmaster,Abaddon,0.0,1.0,1.0,0.0
81,90,Chaos Knight,Keeper of the Light,0.0,1.0,1.0,0.0
81,89,Chaos Knight,Naga Siren,0.0,1.0,1.0,0.0
38,76,Beastmaster,Outworld Devourer,0.0,1.0,1.0,0.0
38,87,Beastmaster,Disruptor,0.0,1.0,1.0,0.0
38,91,Beastmaster,Io,0.0,1.0,1.0,0.0
38,95,Beastmaster,Troll Warlord,0.0,1.0,1.0,0.0
38,104,Beastmaster,Legion Commander,0.0,1.0,1.0,0.0
80,119,Lone Druid,Dark Willow,0.0,2.0,2.0,0.0
38,105,Beastmaster,Techies,0.0,1.0,1.0,0.0
80,129,Lone Druid,Mars,0.0,2.0,2.0,0.0
38,136,Beastmaster,Marci,0.0,1.0,1.0,0.0
80,126,Lone Druid,Void Spirit,0.0,1.0,1.0,0.0
80,123,Lone Druid,Hoodwink,0.0,1.0,1.0,0.0
39,52,Queen of Pain,Leshrac,0.0,2.0,2.0,0.0
80,83,Lone Druid,Treant Protector,0.0,1.0,1.0,0.0
79,129,Shadow Demon,Mars,0.0,2.0,2.0,0.0
39,112,Queen of Pain,Winter Wyvern,0.0,4.0,4.0,0.0
41,56,Faceless Void,Clinkz,0.0,2.0,2.0,0.0
40,92,Venomancer,Visage,0.0,1.0,1.0,0.0
79,86,Shadow Demon,Rubick,0.0,1.0,1.0,0.0
40,123,Venomancer,Hoodwink,0.0,3.0,3.0,0.0
40,128,Venomancer,Snapfire,0.0,2.0,2.0,0.0
79,82,Shadow Demon,Meepo,0.0,1.0,1.0,0.0
41,52,Faceless Void,Leshrac,0.0,2.0,2.0,0.0
41,69,Faceless Void,Doom,0.0,1.0,1.0,0.0
40,58,Venomancer,Enchantress,0.0,1.0,1.0,0.0
41,70,Faceless Void,Ursa,0.0,1.0,1.0,0.0
41,79,Faceless Void,Shadow Demon,0.0,2.0,2.0,0.0
41,82,Faceless Void,Meepo,0.0,2.0,2.0,0.0
78,110,Brewmaster,Phoenix,0.0,1.0,1.0,0.0
78,102,Brewmaster,Abaddon,0.0,1.0,1.0,0.0
41,91,Faceless Void,Io,0.0,2.0,2.0,0.0
40,91,Venomancer,Io,0.0,1.0,1.0,0.0
40,85,Venomancer,Undying,0.0,2.0,2.0,0.0
40,80,Venomancer,Lone Druid,0.0,2.0,2.0,0.0
79,95,Shadow Demon,Troll Warlord,0.0,1.0,1.0,0.0
79,97,Shadow Demon,Magnus,0.0,1.0,1.0,0.0
40,78,Venomancer,Brewmaster,0.0,1.0,1.0,0.0
